Company Name,Rating,Average Salary,Role
Aeries Technology,4.3,13L -14L,Data Scientist
Predictive Research,4,19T -21T,Data Scientist - Monthly Contractor
Fidelity International,4.3,51L -55L,Data Scientist
Intelliquity,3.9,8L -9L,Data Scientist
CAP FORCE,5,19T -20T,Data Scientist - Monthly
Ecom Express,3.9,54T -58T,Data Scientist - Monthly
City Union Bank,2.9,10L -10L,Data Scientist
Tribes.AI,4.8,4L -4L,Data Scientist - Intern
Morgan Stanley,4,83T -91T,Data Scientist - Monthly Intern
Amiable Infotech,4.2,4L -5L,Data Scientist
American Student Assistance,3.6,26T -28T,Data Scientist - Monthly
Nilkamal,3.9,6L -7L,Data Scientist
no/one,3.8,38T -41T,Data Scientist - Monthly
Ameliorate Digital Consultancy,4.3,23T -25T,Data Scientist - Monthly
Synopsys,4.1,30T -32T,Data Scientist - Monthly Contractor
Kapil IT Solutions,4.1,2L -2L,Data Scientist
Impact Analytics,4,$78T -$85T,Data Scientist
CanGo Networks,4,51T -55T,Data Scientist - Monthly
Ocwen Financial,3.6,12L -13L,Data Scientist
Cornerstone OnDemand,3.7,19L -20L,Data Scientist
Nestlé,4.1,21T -23T,Data Scientist - Monthly Intern
Test,4.1,99T -1L,Data Scientist - Monthly
ICON,3.7,18L -20L,Data Scientist
Kabbage,3.9,4L -4L,Data Scientist - Intern
GetMyUni,3.7,9L -9L,Data Scientist
Nilkamal,3.9,5L -5L,Data Scientist
Teleperformance,4.2,17T -18T,Data Scientist - Monthly Intern
Yogesh Enterprises,4.1,14T -16T,Data Scientist - Monthly
Amdocs,4,21L -23L,Data Scientist
ShareChat,3.7,49T -53T,Data Scientist - Monthly Intern
Nones,3.9,98T -1L,Data Scientist
Amex Interior,4.4,5L -5L,Data Scientist
Magna International,3.7,2L -2L,Data Scientist - Monthly
Jadavpur University,4.5,66T -70T,Data Scientist - Monthly
TVM Infotech,3.6,20T -22T,Data Scientist - Monthly
Impact Analytics,4,9L -10L,Data Scientist
innData Analytics,4.5,3L -3L,Data Scientist
City Union Bank,2.9,2L -2L,Data Scientist - Intern
Abhinav IT Solutions,3.7,5L -6L,Data Scientist
IT MNC GROUP,4.2,73T -81T,Data Scientist - Monthly
Jotwani Associates,4,42T -45T,Data Scientist - Monthly
Omega,4,51T -55T,Data Scientist - Monthly
Accor,4,5L -5L,Data Scientist
ThinkBumblebee Analytics,4.5,13L -14L,Data Scientist
Keybell Solutions,4.4,4L -4L,Data Scientist
Luminar Technolab,4.4,11T -13T,Data Scientist - Monthly Contractor
Wolters Kluwer,3.8,27T -29T,Data Scientist - Monthly Intern
REACH Technologies,4.5,11T -12T,Data Scientist - Monthly Intern
Exafluence,4.2,7L -7L,Data Scientist
Smartek21,3.7,12L -13L,Data Scientist
Navedas,3.5,15L -16L,Data Scientist
Secure Meters,4.1,27T -30T,Data Scientist - Monthly
CTE,3.8,1Cr -1Cr,Data Scientist
Legato Technologies,4.3,14L -14L,Data Scientist
CARE Ratings,3.3,6L -7L,Data Scientist
TCS,3.9,7L -8L,Data Scientist - Contractor
Yodlee,3.7,39T -42T,Data Scientist - Monthly Intern
Greymatter Designs,,1L -1L,Data Scientist - Monthly
Abhishek Industries,4,15L -17L,Data Scientist
Google,4.4,49L -53L,Data Scientist
Multitude SE,3.3,24L -26L,Data Scientist
Voyomotive,3.4,5L -5L,Data Scientist
JAGUAR LAND ROVER LIMITED,3.9,22L -23L,Data Scientist
Great Learning,4,10L -10L,Data Scientist
URS Technologies Solutions,,9L -10L,Data Scientist
Info Edge,4,97T -1L,Data Scientist - Monthly
Qubit AI,4,19L -20L,Data Scientist
Innovaccer,3.6,49T -54T,Data Scientist - Monthly Intern
Develearn Data Sciences Institute,4.6,7L -8L,Data Scientist
TELiBrahma,3,53T -58T,Data Scientist - Monthly
CryptoMize,4.8,10T -10T,Data Scientist - Monthly Intern
Kaar Technologies,4.4,11L -13L,Data Scientist
BizViz Technologies,3.9,3L -4L,Data Scientist
carandbike,4.2,62T -68T,Data Scientist - Monthly
Candela Labs,3.9,23L -25L,Data Scientist
RDA Labs,4.6,20L -22L,Data Scientist
Gauge Data Solutions,3.2,12L -13L,Data Scientist
Aptagrim Consulting,4,11T -12T,Data Scientist - Monthly Intern
GE,4,5L -5L,Data Scientist
NIT Jalandhar,4.4,40T -44T,Data Scientist - Monthly
LG Ads Solutions,3.4,37L -40L,Data Scientist
Netweb Technologies,4.4,7L -7L,Data Scientist
Lumiq (India),3.5,14T -16T,Data Scientist - Monthly Intern
SMARTECH,4.4,25L -27L,Data Scientist
Vedantu,3.5,38T -41T,Data Scientist - Monthly Intern
Froyo Technologies Pvt Ltd,,19L -21L,Data Scientist
Bajaj Finance,3.7,14T -16T,Data Scientist - Monthly Intern
The Sparks Foundation,3.8,34T -37T,Data Scientist - Monthly
"Eisenberg, Rothweiler, Winkler, Eisenberg & Jeck",5,$98T -$1L,Data Scientist
LeetCode,3.8,85T -93T,Data Scientist - Monthly
Motion Industries,3.7,3L -3L,Data Scientist
Shortlist,5,10L -10L,Data Scientist
GlobusSoft,4.4,15T -17T,Data Scientist - Monthly Contractor
Ellicium Solutions Private Limited,3.6,3L -3L,Data Scientist
IAK Verzekeringen,3.2,3L -4L,Data Scientist - Monthly
Wizely,4.6,24L -26L,Data Scientist
Bluemind Solutions,4,4L -4L,Data Scientist
TechGenies,4.4,7L -7L,Data Scientist
Daicenet Solutions,4.2,9L -10L,Data Scientist
iGloble,3.9,5L -6L,Data Scientist
G&G Partnership,2.5,3L -3L,Data Scientist
Broadcast Audience Research Council,3.7,14L -15L,Data Scientist
Senquire Analytics,3.8,11L -12L,Data Scientist
SelfMade,4.3,3L -3L,Data Scientist - Contractor
L&T Technology Services,3.4,19T -21T,Data Scientist - Monthly Intern
Agastya Automotives,,6L -6L,Data Scientist
Slide Inc,4.4,29L -31L,Data Scientist
Edyoo Technologies,2.5,4L -4L,Data Scientist
Prestidge Group,4.2,16L -18L,Data Scientist
Sanrad Medical Systems,3.4,7L -7L,Data Scientist
Cloud MLM software,5,8L -8L,Data Scientist
Qritrim,4.7,5L -6L,Data Scientist
Turings XYZ,4.7,6L -6L,Data Scientist
Husk Power Systems,4.3,38T -42T,Data Scientist - Monthly
Betterplace Safety Solutions,3.8,11L -11L,Data Scientist
Suryoday,3.5,9L -10L,Data Scientist
ASM Technologies,4,61T -66T,Data Scientist - Monthly
Novartis Gene Therapies,3.7,19L -21L,Data Scientist
Sysark,4.5,5L -5L,Data Scientist
Amar Singh Chawal Wala,4.5,17L -18L,Data Scientist
Powerup Technology Inc,3.6,48T -53T,Data Scientist - Monthly
Honeywell Automation India,4,16L -17L,Data Scientist
Verity Global Solutions,3.3,8L -8L,Data Scientist
The Annet Group,4.2,8L -8L,Data Scientist
W.O. Insurance Brokers,5,4L -4L,Data Scientist
University of Washington,4.2,61T -67T,Data Scientist - Monthly Intern
SIC Industries,5,24T -26T,Data Scientist - Monthly
Expand AI,5,10T -11T,Data Scientist - Monthly Intern
Vibgyor High School,3.8,9L -9L,Data Scientist
Phoneparloan,3.6,11L -12L,Data Scientist
Yoshops,3.7,38T -41T,Data Scientist - Monthly Intern
CILA Labs,3.9,16L -17L,Data Scientist
Zscaler,4.1,16L -18L,Data Scientist
Apra Labs,5,1L -2L,Data Scientist - Monthly
PNB MetLife,3.7,21L -23L,Data Scientist
Vion Pharmaceuticals,3.5,4L -4L,Data Scientist
Mobius365,4,34T -37T,Data Scientist - Monthly
I3 Infosoft,4.1,6L -6L,Data Scientist
AdAsia Communications,3.2,15L -17L,Data Scientist
Ford Credit,4,11L -12L,Data Scientist
ABB,4,11L -11L,Data Scientist - Intern
BridgeLabz Solutions,3.5,5L -5L,Data Scientist
Global Health Corps,4.2,48T -52T,Data Scientist - Monthly
Elsevier,4,25L -27L,Data Scientist
Deloitte,4.1,84T -92T,Data Scientist - Monthly Intern
Sureshkumar,3.8,5L -5L,Data Scientist
Navigare,3.5,10L -11L,Data Scientist
Hrishikesh Technologies,3.9,17T -19T,Data Scientist - Monthly
NEWJ,3.9,14L -16L,Data Scientist
WriterBay.com,3.8,479 -520,Data Scientist - Hourly
ValueMomentum,3.8,6L -6L,Data Scientist
Booz Allen Hamilton,4.2,98T -1L,Data Scientist - Monthly
Inito,4.4,14L -16L,Data Scientist
IIT,4.3,21L -22L,Data Scientist - Intern
IntellectFaces,3.9,15T -16T,Data Scientist - Monthly Intern
Legato,4.1,57T -62T,Data Scientist - Monthly Intern
Mohs10 Technologies,4.6,97T -1L,Data Scientist - Intern
Yagna iQ,3.7,20T -21T,Data Scientist - Monthly
Prodapt Solutions,3.8,3L -3L,Data Scientist
Yotta Systems,4.2,38T -41T,Data Scientist - Monthly
Cakewalk Software Consultancy,5,11L -12L,Data Scientist
Third Eye,3.1,3L -3L,Data Scientist
AirtelTigo,3.4,29L -31L,Data Scientist
Graco,4.2,7L -7L,Data Scientist
First Credit Services,3.3,14L -15L,Data Scientist
Mondelēz International,4,25L -27L,Data Scientist
Turtlemint,4.2,13L -14L,Data Scientist
Marsh,3.8,13L -15L,Data Scientist
Arm,4,18L -20L,Data Scientist
Intelegencia,3.6,5L -5L,Data Scientist
CoreView Systems,4.2,5L -6L,Data Scientist
Soma Intimates,3.5,10L -10L,Data Scientist
Great Learning,4,$4T -$4T,Data Scientist
Bobble AI,3.1,1L -1L,Data Scientist - Monthly
GreyAtom,3.8,7L -8L,Data Scientist
Protium,3.9,29T -31T,Data Scientist - Monthly Intern
Sleepy ZZZ's Mattresses,3.7,11L -11L,Data Scientist
R. Subramanian & Company,4.1,5L -5L,Data Scientist
Goli Vada Pav,2.9,10L -11L,Data Scientist
Softqube Technologies,4.3,5L -5L,Data Scientist
iCliniq,4.4,5L -5L,Data Scientist
iDTech Technologies,3.6,7L -7L,Data Scientist
Unisave Marketing Networks,3.1,19T -21T,Data Scientist - Monthly
CSIR-NGRI,3.8,28T -30T,Data Scientist - Monthly
doodleblue Innovations,4.5,7L -7L,Data Scientist
Routematic,3.3,12L -13L,Data Scientist
The North Face,4.1,69T -75T,Data Scientist - Monthly
Mars,4.3,31L -34L,Data Scientist
Monika Knutsson,4.3,5L -5L,Data Scientist
qplum,3,49L -52L,Data Scientist
Allegis Group,3.8,8L -8L,Data Scientist
DONE by NONE,4,44L -48L,Data Scientist
YGroup Companies,4.3,17L -18L,Data Scientist
UniAcco,4,14T -15T,Data Scientist - Monthly Intern
Arun Estates,4.1,20T -21T,Data Scientist - Monthly
Prashant Kumar,4.6,11L -12L,Data Scientist
Icreon,4.3,11L -12L,Data Scientist
FINEOS,4.4,30L -33L,Data Scientist
Maestro Technologies,4,10L -10L,Data Scientist
Megha Engineering and Infrastructure,3.8,18T -20T,Data Scientist - Monthly
UDDAN,3.6,19L -21L,Data Scientist
Clovertex,4.9,9L -9L,Data Scientist
BCS Technology,3,19L -20L,Data Scientist
Samsung R&D Institute India - Bangalore,3.1,12L -12L,Data Scientist - Intern
Deloitte,4.1,6L -7L,Data Scientist
Jupiter Money,4.1,21L -22L,Data Scientist
HRS Group,3.3,38T -41T,Data Scientist - Monthly Intern
upGrad,4.1,1L -1L,Data Scientist
Inceptua,3.9,3L -3L,Data Scientist
augurai,4,42T -45T,Data Scientist - Monthly
SMEC,3.9,11L -12L,Data Scientist
Phaethon Technologies,,7L -7L,Data Scientist
Orzota,3.7,5L -5L,Data Scientist
Shay Murtagh Precast,3.4,84T -90T,Data Scientist
JBT Corporation,3.8,1L -1L,Data Scientist - Monthly
Chase,3.8,74T -81T,Data Scientist - Monthly
Atlassian,4.5,16L -18L,Data Scientist - Intern
Abrakadoodle,3.9,83T -90T,Data Scientist - Monthly
NBO Shoes,4,16L -18L,Data Scientist
Iknack Solutions,4.4,6L -6L,Data Scientist
Recruitment Smart Technologies,4.3,32L -34L,Data Scientist
Roton Consultancies Private Limited,4.1,15T -16T,Data Scientist - Monthly
Learnbay,4.6,19T -21T,Data Scientist - Intern
Edupluscampus,4,10L -11L,Data Scientist
Transabel,4,21T -23T,Data Scientist - Monthly
EXL Service,3.8,6L -6L,Data Scientist
Unemployed Professors,3.5,12L -13L,Data Scientist
Wellspring Systems,5,21L -22L,Data Scientist
Brown University,4.4,10T -11T,Data Scientist - Monthly
BrightChamps,3.8,4L -4L,Data Scientist
Nanyang Technological University,3.9,3L -3L,Data Scientist
Automaton AI,4.2,6L -7L,Data Scientist
Wicky,,7L -8L,Data Scientist
Eruvaka Technologies,4.3,22T -24T,Data Scientist - Monthly Intern
Fiabilte Networks Solutions,3.4,5L -6L,Data Scientist - Intern
Cellular Sales,3.7,107 -115,Data Scientist - Hourly
Fission Labs,4.5,16L -17L,Data Scientist
ABC Ltd,4,15L -16L,Data Scientist
Eigenlytics,2.3,21T -23T,Data Scientist - Monthly
Illinois Institute of Technology,4,12L -13L,Data Scientist
TIDC India,3.5,3L -3L,Data Scientist
Becton Dickinson,3.9,16L -18L,Data Scientist
Wellness Forever,3.8,5L -5L,Data Scientist - Intern
Proven Solution,3.9,10L -10L,Data Scientist
Mediawide,4.5,23L -25L,Data Scientist
Matrimony.com,4.6,3L -4L,Data Scientist
i4u Labs,4,37L -40L,Data Scientist
Enqos,4.4,13L -13L,Data Scientist
PV Diagnostics,4.8,6L -7L,Data Scientist
Learnbay,4.6,3L -3L,Data Scientist
Mrinq Technologies,5,180 -195,Data Scientist - Hourly
OTS,4.2,10L -10L,Data Scientist
smartData Enterprises,2.8,4L -4L,Data Scientist
Fidelity National Financial,3.6,11L -12L,Data Scientist
UnitedHealth Group,3.7,$86T -$94T,Data Scientist
Zolo,3.4,12L -13L,Data Scientist
Expertzlab Technologies,4.3,2L -3L,Data Scientist - Intern
ASH Group,3.5,5L -5L,Data Scientist
College Internship Program,4.4,67T -73T,Data Scientist - Monthly
Kramer Levin,3.9,10L -11L,Data Scientist
Goo-Goo Express Wash,2.8,3L -4L,Data Scientist
SLB,4,$54T -$58T,Data Scientist
Evolutyz Corp,4.4,15L -17L,Data Scientist - Contractor
DeepNeura Technologies,,57T -62T,Data Scientist - Monthly
iNeuron,4.4,25T -27T,Data Scientist - Monthly
Nothing,3.9,48T -52T,Data Scientist - Monthly
Antier Solutions,4.3,4L -4L,Data Scientist
LSI,3.3,10L -11L,Data Scientist
JSW Steel,3.5,9L -10L,Data Scientist
SiCureMi,4.5,2L -2L,Data Scientist
Alp Consulting,3.5,4L -4L,Data Scientist
CommerceIQ,3.5,25L -28L,Data Scientist
Technosapiens,5,30T -32T,Data Scientist - Monthly
BI-LO,4,10L -11L,Data Scientist
Shri Vaishnav Vidyapeeth Vishwavidyalaya,3.2,5L -5L,Data Scientist
LetsGrowMore,4.3,6L -6L,Data Scientist
Amnex Infotechnologies,3.6,3L -3L,Data Scientist
DonorsChoose.org,4,39T -42T,Data Scientist - Monthly
Cargill,4,25L -27L,Data Scientist
EzeRx,5,19T -20T,Data Scientist - Monthly
Bennett University,3.8,39T -42T,Data Scientist - Monthly
Terrabit Consulting,4.5,10L -11L,Data Scientist
Mahendra Technosoft,4.5,4L -5L,Data Scientist
MomentText,4,8L -9L,Data Scientist
Atonarp,3.2,51L -54L,Data Scientist
Fresher,4.1,14T -15T,Data Scientist - Monthly Contractor
Zerodha,4.3,11L -12L,Data Scientist
RituRaj Synergy,4,15L -16L,Data Scientist
Evolve Systems,4.2,14L -15L,Data Scientist
M-SIX Technology,4.6,10L -11L,Data Scientist
Volansys,3.9,5L -5L,Data Scientist
FirstRand,4.1,21L -23L,Data Scientist - Contractor
Endovision,5,11L -12L,Data Scientist
Bijak,4,10L -11L,Data Scientist
Damac Properties,3.3,26L -28L,Data Scientist
InovarTech,3.9,15L -17L,Data Scientist
Cerebra Technologies,4,$41 -$44,Data Scientist - Hourly
Paytm,3.6,10T -10T,Data Scientist - Monthly
ABC Technologies,3.5,11L -12L,Data Scientist
IBM,4,48T -53T,Data Scientist - Monthly
Continental Automotive Group,4.2,2L -2L,Data Scientist
DV Analytics,4.9,14L -15L,Data Scientist
Ramesh & Co.,3.9,10L -11L,Data Scientist
GrayMatter Software Services,3.7,6L -7L,Data Scientist
Exl-Technologies,3.7,6L -7L,Data Scientist
Jio,3.8,$48 -$52,Data Scientist - Hourly
Acies Global,4.5,4L -5L,Data Scientist
CommerceIQ,3.5,1L -1L,Data Scientist - Monthly Intern
Datametica,4.1,19T -21T,Data Scientist - Monthly Intern
Random Trees,4.4,10L -10L,Data Scientist
Fashnear Technologies,3.7,38L -42L,Data Scientist
Shiv Nadar University,4.2,6L -7L,Data Scientist
ÖJAB,5,30T -33T,Data Scientist - Monthly
aioneers,4,6L -7L,Data Scientist
Aon,4,5L -6L,Data Scientist
Cloud Counselage,4.6,11T -12T,Data Scientist - Monthly Intern
David's Bridal,3.3,5L -6L,Data Scientist - Intern
Karkinos Healthcare,4.2,16L -18L,Data Scientist
Infer,4.7,4L -5L,Data Scientist
Varadhi Smartek,3.6,2L -2L,Data Scientist - Monthly
EventStreet,5,7L -7L,Data Scientist
Okay.com,4.3,2L -2L,Data Scientist - Intern
LT Partners,4.2,35L -38L,Data Scientist
Starex University,5,24T -26T,Data Scientist - Monthly
DISH Network Technologies,3.3,15L -16L,Data Scientist
Venture7 Technology,3.1,6L -6L,Data Scientist
Pioneer,4.3,12L -12L,Data Scientist
Sureshkumar,3.8,6T -7T,Data Scientist - Monthly
Kane Innovations,2.3,4L -4L,Data Scientist
Web2Present,4.1,5L -5L,Data Scientist
Actofit,3.4,61T -66T,Data Scientist - Monthly
SmartKnower,3.7,11T -12T,Data Scientist - Monthly Intern
Jindal Aluminium,3.8,5L -5L,Data Scientist
GE,4,13L -14L,Data Scientist - Intern
Netradyne,3.7,20L -22L,Data Scientist
SAMEER (R&D of DIT Govt of India),4.2,10L -11L,Data Scientist
Nationwide,4,$7T -$7T,Data Scientist - Monthly
iProPal,4.5,23L -25L,Data Scientist
Vehere,4.5,5L -6L,Data Scientist
Nothing Bundt Cakes,3.5,7L -8L,Data Scientist - Intern
BluePi,4.3,5L -6L,Data Scientist
Talent Zone Consultants,5,2L -3L,Data Scientist
All India Institute of Medical Sciences (India),3.7,53T -58T,Data Scientist - Monthly
FresherEngineers.com,4.5,5L -5L,Data Scientist
Vodafone,4,3L -3L,Data Scientist - Contractor
Comscore,3.4,12L -13L,Data Scientist
Bricshare,4.8,49T -53T,Data Scientist - Monthly
Azim Premji Foundation,3.7,43T -47T,Data Scientist - Monthly
FlixDrop Technology,5,6L -7L,Data Scientist
HDFC Bank,3.6,1L -1L,Data Scientist - Monthly Intern
IIM Bangalore,4.5,2L -3L,Data Scientist - Monthly
Jupiter Money,4.1,50T -54T,Data Scientist - Monthly
Online Data Entry Job,4.3,49T -53T,Data Scientist - Monthly
Saama Technologies,4,6L -6L,Data Scientist - Contractor
Global Experience Specialists,3.6,65T -70T,Data Scientist - Monthly
Flipper Code,5,4L -4L,Data Scientist
LetsGrowMore,4.3,24T -26T,Data Scientist - Monthly
Dhani,2.9,5L -5L,Data Scientist
Cisco Systems,4.4,11T -12T,Data Scientist - Monthly Intern
AmerisourceBergen,3.6,68T -75T,Data Scientist - Monthly
NYU Langone Health,4.3,95T -1L,Data Scientist - Intern
Karza Technologies,4.6,24T -26T,Data Scientist - Monthly
Omniism Technologies,3.2,48T -52T,Data Scientist - Monthly
Prathamesh,3.5,6L -6L,Data Scientist
Samsung R&D Institute India - Bangalore,3.1,11L -12L,Data Scientist
PK,3.9,13L -14L,Data Scientist
Shashank Medi Pharma,4,2L -3L,Data Scientist
Techdata Solutions,4,19T -21T,Data Scientist - Monthly
Intas Pharmaceuticals,4.1,5L -5L,Data Scientist
BTM Financial,4.2,5L -5L,Data Scientist
Naukri Job,3.3,3L -3L,Data Scientist
StashFin,4.6,14L -15L,Data Scientist
Rahul Mishra,4.5,2L -2L,Data Scientist - Monthly Intern
Ideation Technology Solutions,3.2,45T -49T,Data Scientist - Monthly
Tesseract Global Solutions,4.2,10L -11L,Data Scientist
Infobase Systems,4.6,9L -9L,Data Scientist
Krysalis Consultancy,3.9,2L -3L,Data Scientist
Fyle,4.8,19T -21T,Data Scientist - Monthly
Nuartin Labs,,25L -27L,Data Scientist
Associated Consultants,4,7L -7L,Data Scientist
AugRay,3.9,9L -10L,Data Scientist
GCC services,3.5,12L -13L,Data Scientist
Shibumi,4.7,19T -21T,Data Scientist - Monthly
Senfina Technologies,5,34T -37T,Data Scientist - Monthly
UL Technology Solutions,4,3L -4L,Data Scientist
PragetX Technologies,4.9,10T -10T,Data Scientist - Monthly Intern
Marico Limited,4,9L -9L,Data Scientist
Planfirma Technologies,3.2,15T -16T,Data Scientist - Monthly Intern
Coforge,3.9,13L -13L,Data Scientist - Contractor
Digilytics,3.4,10T -11T,Data Scientist - Monthly Intern
Techmatters,4.5,6L -6L,Data Scientist
Android Developer,4.2,48T -52T,Data Scientist - Monthly
Precily,3.6,25T -28T,Data Scientist - Monthly Intern
Mohan Clothing Company,3.6,99T -1L,Data Scientist
InveniAI,3.4,21L -22L,Data Scientist
Xebia,3.9,30T -33T,Data Scientist - Monthly Intern
InDataAi Software Solutions,,12T -12T,Data Scientist - Monthly Intern
InfoCepts,3.9,7L -7L,Data Scientist
ZiffyHomes,3.5,6L -7L,Data Scientist
Ospyn Technologies,3.5,36T -39T,Data Scientist - Monthly
Global Connect Solution,3,15L -16L,Data Scientist - Contractor
ByteDance,4,11L -12L,Data Scientist
Mobius Information Services,,8L -9L,Data Scientist
Aditya Birla Finance,3.7,20L -22L,Data Scientist
Cyient,3.6,6L -6L,Data Scientist
Siemens Healthineers,4.1,25T -27T,Data Scientist - Monthly Intern
Shipsy,3.9,10L -10L,Data Scientist
AXIS MY INDIA,4.2,26L -28L,Data Scientist
AsamiAsami,3,25L -27L,Data Scientist
XYZ,3.8,4L -4L,Data Scientist - Contractor
GradValley Data Science,3.4,17T -18T,Data Scientist - Monthly Intern
Manipal University,4.2,30T -32T,Data Scientist - Monthly Intern
Gembrill Technologies,2.7,11L -12L,Data Scientist
Corridor Platforms,4.9,23L -25L,Data Scientist
Entropik,3.8,4L -4L,Data Scientist
Sciative Solutions,3.7,6L -7L,Data Scientist
VSoft Technologies,3.3,4L -4L,Data Scientist
TalentServe,2.3,4L -4L,Data Scientist
Adita Technologies,4.7,10L -11L,Data Scientist
Samsung Electronics,3.8,$96T -$1L,Data Scientist
Videonetics,3.6,24T -26T,Data Scientist - Monthly Intern
Meraki,4.1,5L -5L,Data Scientist
